SONG_ID,SONG_TITLE,ARTIST,BOUNDARIES_1,SEGMENTS_JSON_1,BOUNDARIES_2,SEGMENTS_JSON_2,SPECTROGRAM_PATH_MEL,SPECTROGRAM_PATH_LINEAR,SPECTROGRAM_MATRIX_PATH
375,Christmas Turkey,The Arrogant Worms,[],[],[],[],spectrograms/mel/375_The_Arrogant_Worms_Christmas_Turkey.png,spectrograms/linear/375_The_Arrogant_Worms_Christmas_Turkey.png,spectrograms/matrices/375_The_Arrogant_Worms_Christmas_Turkey.npy
379,Horizon,The Arrogant Worms,"[0.0, 0.464399092, 50.774489795, 77.081519274, 82.082063492, 95.113764172, 121.370907029, 126.359138321, 132.953446712, 165.775056689, 172.457573696, 192.122448979, 203.871201814, 208.277188208]","[{""t"": 0.0, ""f"": ""Silence""}, {""t"": 0.464399092, ""f"": ""Intro""}, {""t"": 50.774489795, ""f"": ""Verse""}, {""t"": 77.081519274, ""f"": ""Pre-Chorus""}, {""t"": 82.082063492, ""f"": ""Chorus""}, {""t"": 95.113764172, ""f"": ""Verse""}, {""t"": 121.370907029, ""f"": ""Pre-Chorus""}, {""t"": 126.359138321, ""f"": ""Bridge""}, {""t"": 132.953446712, ""f"": ""Verse""}, {""t"": 165.775056689, ""f"": ""Pre-Chorus""}, {""t"": 172.457573696, ""f"": ""Chorus""}, {""t"": 192.122448979, ""f"": ""Outro""}, {""t"": 203.871201814, ""f"": ""Silence""}, {""t"": 208.277188208, ""f"": ""End""}]","[0.0, 0.442585034, 44.164353741, 50.797755102, 81.92, 95.024807256, 126.346621315, 133.015442176, 147.599750566, 172.315283446, 192.120929705, 203.864285714, 208.308095238]","[{""t"": 0.0, ""f"": ""Silence""}, {""t"": 0.442585034, ""f"": ""no_function""}, {""t"": 44.164353741, ""f"": ""Intro""}, {""t"": 50.797755102, ""f"": ""Verse""}, {""t"": 81.92, ""f"": ""Chorus""}, {""t"": 95.024807256, ""f"": ""Verse""}, {""t"": 126.346621315, ""f"": ""Bridge""}, {""t"": 133.015442176, ""f"": ""Verse""}, {""t"": 147.599750566, ""f"": ""Verse""}, {""t"": 172.315283446, ""f"": ""Chorus""}, {""t"": 192.120929705, ""f"": ""Outro""}, {""t"": 203.864285714, ""f"": ""Silence""}, {""t"": 208.308095238, ""f"": ""End""}]",spectrograms/mel/379_The_Arrogant_Worms_Horizon.png,spectrograms/linear/379_The_Arrogant_Worms_Horizon.png,spectrograms/matrices/379_The_Arrogant_Worms_Horizon.npy
383,All Things Dull And Ugly,Monty Python,"[0.0, 0.232199546, 8.125419501, 23.467278911, 38.69340136, 54.089818594, 69.673854875, 85.230725623, 90.103446712, 95.139047619]","[{""t"": 0.0, ""f"": ""Silence""}, {""t"": 0.232199546, ""f"": ""Intro""}, {""t"": 8.125419501, ""f"": ""Verse""}, {""t"": 23.467278911, ""f"": ""Verse""}, {""t"": 38.69340136, ""f"": ""Verse""}, {""t"": 54.089818594, ""f"": ""Verse""}, {""t"": 69.673854875, ""f"": ""Verse""}, {""t"": 85.230725623, ""f"": ""Coda""}, {""t"": 90.103446712, ""f"": ""Silence""}, {""t"": 95.139047619, ""f"": ""End""}]","[0.0, 0.255419501, 8.057324263, 23.346575963, 38.628956916, 54.172154195, 69.588798185, 85.333333333, 90.093424036, 95.168458049]","[{""t"": 0.0, ""f"": ""Silence""}, {""t"": 0.255419501, ""f"": ""Intro""}, {""t"": 8.057324263, ""f"": ""Main_Theme""}, {""t"": 23.346575963, ""f"": ""Secondary_theme""}, {""t"": 38.628956916, ""f"": ""Main_Theme""}, {""t"": 54.172154195, ""f"": ""Secondary_theme""}, {""t"": 69.588798185, ""f"": ""Main_Theme""}, {""t"": 85.333333333, ""f"": ""Outro""}, {""t"": 90.093424036, ""f"": ""Silence""}, {""t"": 95.168458049, ""f"": ""End""}]",spectrograms/mel/383_Monty_Python_All_Things_Dull_And_Ugly.png,spectrograms/linear/383_Monty_Python_All_Things_Dull_And_Ugly.png,spectrograms/matrices/383_Monty_Python_All_Things_Dull_And_Ugly.npy
391,Loaded   Leather   Moonroof,Don Ross,"[0.0, 0.336825396, 5.292040816, 20.291405895, 35.439342403, 50.519002267, 65.728820861, 84.012222222, 99.082154195, 114.303310657, 136.278253968, 265.115147392, 280.155011337, 295.391451247, 322.504126984, 326.166054421]","[{""t"": 0.0, ""f"": ""Silence""}, {""t"": 0.336825396, ""f"": ""Intro""}, {""t"": 5.292040816, ""f"": ""no_function""}, {""t"": 20.291405895, ""f"": ""no_function""}, {""t"": 35.439342403, ""f"": ""no_function""}, {""t"": 50.519002267, ""f"": ""no_function""}, {""t"": 65.728820861, ""f"": ""Transition""}, {""t"": 84.012222222, ""f"": ""no_function""}, {""t"": 99.082154195, ""f"": ""no_function""}, {""t"": 114.303310657, ""f"": ""Transition""}, {""t"": 136.278253968, ""f"": ""Solo""}, {""t"": 265.115147392, ""f"": ""no_function""}, {""t"": 280.155011337, ""f"": ""no_function""}, {""t"": 295.391451247, ""f"": ""Outro""}, {""t"": 322.504126984, ""f"": ""Silence""}, {""t"": 326.166054421, ""f"": ""End""}]","[0.0, 0.352290249, 5.208594104, 20.295691609, 35.433650793, 50.484331065, 65.740816326, 79.133605442, 83.897482993, 99.036031746, 114.39648526, 127.699229024, 132.469841269, 136.347573696, 196.118140589, 256.50909297, 265.102222222, 280.208571428, 295.450249433, 313.724807256, 323.059229024, 326.194263038]","[{""t"": 0.0, ""f"": ""Silence""}, {""t"": 0.352290249, ""f"": ""Intro""}, {""t"": 5.208594104, ""f"": ""no_function""}, {""t"": 20.295691609, ""f"": ""no_function""}, {""t"": 35.433650793, ""f"": ""no_function""}, {""t"": 50.484331065, ""f"": ""no_function""}, {""t"": 65.740816326, ""f"": ""no_function""}, {""t"": 79.133605442, ""f"": ""Transition""}, {""t"": 83.897482993, ""f"": ""no_function""}, {""t"": 99.036031746, ""f"": ""no_function""}, {""t"": 114.39648526, ""f"": ""no_function""}, {""t"": 127.699229024, ""f"": ""Transition""}, {""t"": 132.469841269, ""f"": ""no_function""}, {""t"": 136.347573696, ""f"": ""Solo""}, {""t"": 196.118140589, ""f"": ""Solo""}, {""t"": 256.50909297, ""f"": ""Transition""}, {""t"": 265.102222222, ""f"": ""no_function""}, {""t"": 280.208571428, ""f"": ""no_function""}, {""t"": 295.450249433, ""f"": ""no_function""}, {""t"": 313.724807256, ""f"": ""Outro""}, {""t"": 323.059229024, ""f"": ""Silence""}, {""t"": 326.194263038, ""f"": ""End""}]",spectrograms/mel/391_Don_Ross_Loaded___Leather___Moonroof.png,spectrograms/linear/391_Don_Ross_Loaded___Leather___Moonroof.png,spectrograms/matrices/391_Don_Ross_Loaded___Leather___Moonroof.npy
399,Run Fay Run,Isaac Hayes,"[0.0, 0.336689342, 49.769750566, 65.85217687, 69.89786848, 80.027573696, 80.027573696, 96.160181405, 100.184036281, 110.254149659, 110.254149659, 126.286190476, 130.299863945, 140.437278911, 140.437278911, 156.596213151, 165.209977324, 166.819433106]","[{""t"": 0.0, ""f"": ""Silence""}, {""t"": 0.336689342, ""f"": ""Intro""}, {""t"": 49.769750566, ""f"": ""Intro""}, {""t"": 65.85217687, ""f"": ""no_function""}, {""t"": 69.89786848, ""f"": ""no_function""}, {""t"": 80.027573696, ""f"": ""Main_Theme""}, {""t"": 80.027573696, ""f"": ""Theme""}, {""t"": 96.160181405, ""f"": ""no_function""}, {""t"": 100.184036281, ""f"": ""no_function""}, {""t"": 110.254149659, ""f"": ""Main_Theme""}, {""t"": 110.254149659, ""f"": ""Theme""}, {""t"": 126.286190476, ""f"": ""no_function""}, {""t"": 130.299863945, ""f"": ""no_function""}, {""t"": 140.437278911, ""f"": ""Main_Theme""}, {""t"": 140.437278911, ""f"": ""Theme""}, {""t"": 156.596213151, ""f"": ""no_function""}, {""t"": 165.209977324, ""f"": ""Silence""}, {""t"": 166.819433106, ""f"": ""End""}]",[],[],spectrograms/mel/399_Isaac_Hayes_Run_Fay_Run.png,spectrograms/linear/399_Isaac_Hayes_Run_Fay_Run.png,spectrograms/matrices/399_Isaac_Hayes_Run_Fay_Run.npy
407,Cantaloop,Us3,"[0.0, 0.444716553, 9.818367346, 43.453061224, 47.591836734, 72.411428571, 88.984671201, 122.081632653, 155.093877551, 188.338480725, 262.8092517, 278.080022675, 279.529909297]","[{""t"": 0.0, ""f"": ""Silence""}, {""t"": 0.444716553, ""f"": ""Intro""}, {""t"": 9.818367346, ""f"": ""Intro""}, {""t"": 43.453061224, ""f"": ""Interlude""}, {""t"": 47.591836734, ""f"": ""Verse""}, {""t"": 72.411428571, ""f"": ""Instrumental""}, {""t"": 88.984671201, ""f"": ""Verse""}, {""t"": 122.081632653, ""f"": ""Instrumental""}, {""t"": 155.093877551, ""f"": ""Verse""}, {""t"": 188.338480725, ""f"": ""Solo""}, {""t"": 262.8092517, ""f"": ""Fade-out""}, {""t"": 278.080022675, ""f"": ""Silence""}, {""t"": 279.529909297, ""f"": ""End""}]","[0.0, 0.399455782, 10.338480725, 26.915782312, 47.617664399, 72.389931972, 88.90770975, 122.044920634, 155.099795918, 180.011836734, 276.957641723, 279.510589569]","[{""t"": 0.0, ""f"": ""Silence""}, {""t"": 0.399455782, ""f"": ""no_function""}, {""t"": 10.338480725, ""f"": ""Intro""}, {""t"": 26.915782312, ""f"": ""Pre-Verse""}, {""t"": 47.617664399, ""f"": ""Verse""}, {""t"": 72.389931972, ""f"": ""Pre-Verse""}, {""t"": 88.90770975, ""f"": ""Verse""}, {""t"": 122.044920634, ""f"": ""Pre-Verse""}, {""t"": 155.099795918, ""f"": ""Verse""}, {""t"": 180.011836734, ""f"": ""Outro""}, {""t"": 276.957641723, ""f"": ""Silence""}, {""t"": 279.510589569, ""f"": ""End""}]",spectrograms/mel/407_Us3_Cantaloop.png,spectrograms/linear/407_Us3_Cantaloop.png,spectrograms/matrices/407_Us3_Cantaloop.npy
415,Mob Job,Ornette Coleman,"[0.0, 0.580498866, 22.383673469, 40.179591836, 101.471201814, 113.348321995, 165.61632653, 178.285714285, 187.252494331, 190.565306122]","[{""t"": 0.0, ""f"": ""Silence""}, {""t"": 0.580498866, ""f"": ""Head""}, {""t"": 22.383673469, ""f"": ""Head""}, {""t"": 40.179591836, ""f"": ""Solo""}, {""t"": 101.471201814, ""f"": ""Head""}, {""t"": 113.348321995, ""f"": ""Solo""}, {""t"": 165.61632653, ""f"": ""Head""}, {""t"": 178.285714285, ""f"": ""Outro""}, {""t"": 187.252494331, ""f"": ""Silence""}, {""t"": 190.565306122, ""f"": ""End""}]","[0.0, 0.60371882, 21.733877551, 40.186371882, 101.35510204, 112.809024943, 165.432244897, 184.108480725, 190.576598639]","[{""t"": 0.0, ""f"": ""Silence""}, {""t"": 0.60371882, ""f"": ""Head""}, {""t"": 21.733877551, ""f"": ""Head""}, {""t"": 40.186371882, ""f"": ""Solo""}, {""t"": 101.35510204, ""f"": ""Head""}, {""t"": 112.809024943, ""f"": ""Solo""}, {""t"": 165.432244897, ""f"": ""Head""}, {""t"": 184.108480725, ""f"": ""Silence""}, {""t"": 190.576598639, ""f"": ""End""}]",spectrograms/mel/415_Ornette_Coleman_Mob_Job.png,spectrograms/linear/415_Ornette_Coleman_Mob_Job.png,spectrograms/matrices/415_Ornette_Coleman_Mob_Job.npy
427,Siete Ocho,BOB Belden & TIM Hagans,"[0.0, 0.293877551, 70.369183673, 108.763038548, 220.870907029, 301.887755102, 329.400045351, 366.604263038, 403.51510204, 499.833015873, 504.006530612]","[{""t"": 0.0, ""f"": ""Silence""}, {""t"": 0.293877551, ""f"": ""Intro""}, {""t"": 70.369183673, ""f"": ""Head""}, {""t"": 108.763038548, ""f"": ""Solo""}, {""t"": 220.870907029, ""f"": ""Solo""}, {""t"": 301.887755102, ""f"": ""Solo""}, {""t"": 329.400045351, ""f"": ""Head""}, {""t"": 366.604263038, ""f"": ""Solo""}, {""t"": 403.51510204, ""f"": ""Solo""}, {""t"": 499.833015873, ""f"": ""Silence""}, {""t"": 504.006530612, ""f"": ""End""}]","[0.0, 0.30185941, 70.385170068, 109.882448979, 115.626462585, 211.435351473, 301.236054421, 330.508004535, 365.790181405, 500.620521541, 504.006530612]","[{""t"": 0.0, ""f"": ""Silence""}, {""t"": 0.30185941, ""f"": ""Intro""}, {""t"": 70.385170068, ""f"": ""no_function""}, {""t"": 109.882448979, ""f"": ""Transition""}, {""t"": 115.626462585, ""f"": ""Solo""}, {""t"": 211.435351473, ""f"": ""Solo""}, {""t"": 301.236054421, ""f"": ""Transition""}, {""t"": 330.508004535, ""f"": ""no_function""}, {""t"": 365.790181405, ""f"": ""Outro""}, {""t"": 500.620521541, ""f"": ""Silence""}, {""t"": 504.006530612, ""f"": ""End""}]",spectrograms/mel/427_BOB_Belden_&_TIM_Hagans_Siete_Ocho.png,spectrograms/linear/427_BOB_Belden_&_TIM_Hagans_Siete_Ocho.png,spectrograms/matrices/427_BOB_Belden_&_TIM_Hagans_Siete_Ocho.npy
431,Monk  s Mood,Thelonious Monk,"[0.0, 0.261224489, 17.275646258, 44.639682539, 72.192789115, 99.712630385, 127.38462585, 154.535532879, 185.828049886, 188.097437641]","[{""t"": 0.0, ""f"": ""Silence""}, {""t"": 0.261224489, ""f"": ""Intro""}, {""t"": 17.275646258, ""f"": ""Head""}, {""t"": 44.639682539, ""f"": ""Head""}, {""t"": 72.192789115, ""f"": ""Secondary_Theme""}, {""t"": 99.712630385, ""f"": ""Head""}, {""t"": 127.38462585, ""f"": ""Solo""}, {""t"": 154.535532879, ""f"": ""Head""}, {""t"": 185.828049886, ""f"": ""Silence""}, {""t"": 188.097437641, ""f"": ""End""}]","[0.0, 0.261224489, 17.332426303, 44.629342403, 72.138526077, 99.754965986, 127.376984126, 154.504716553, 188.124263038]","[{""t"": 0.0, ""f"": ""Silence""}, {""t"": 0.261224489, ""f"": ""Intro""}, {""t"": 17.332426303, ""f"": ""Head""}, {""t"": 44.629342403, ""f"": ""Head""}, {""t"": 72.138526077, ""f"": ""Interlude""}, {""t"": 99.754965986, ""f"": ""Head""}, {""t"": 127.376984126, ""f"": ""Solo""}, {""t"": 154.504716553, ""f"": ""Head""}, {""t"": 188.124263038, ""f"": ""End""}]",spectrograms/mel/431_Thelonious_Monk_Monk__s_Mood.png,spectrograms/linear/431_Thelonious_Monk_Monk__s_Mood.png,spectrograms/matrices/431_Thelonious_Monk_Monk__s_Mood.npy
439,Moody  s All Frantic,James Moody,"[0.0, 0.394739229, 5.442154195, 29.959160997, 54.281972789, 78.555079365, 103.13170068, 126.783492063, 152.170725623, 153.347210884]","[{""t"": 0.0, ""f"": ""Silence""}, {""t"": 0.394739229, ""f"": ""Intro""}, {""t"": 5.442154195, ""f"": ""Head""}, {""t"": 29.959160997, ""f"": ""Solo""}, {""t"": 54.281972789, ""f"": ""Solo""}, {""t"": 78.555079365, ""f"": ""Solo""}, {""t"": 103.13170068, ""f"": ""no_function""}, {""t"": 126.783492063, ""f"": ""Head""}, {""t"": 152.170725623, ""f"": ""Silence""}, {""t"": 153.347210884, ""f"": ""End""}]","[0.0, 0.42079365, 5.389183673, 29.913038548, 54.194580498, 78.55478458, 103.076031746, 126.78095238, 150.209886621, 152.333265306, 153.349727891]","[{""t"": 0.0, ""f"": ""Silence""}, {""t"": 0.42079365, ""f"": ""Intro""}, {""t"": 5.389183673, ""f"": ""Head""}, {""t"": 29.913038548, ""f"": ""Solo""}, {""t"": 54.194580498, ""f"": ""no_function""}, {""t"": 78.55478458, ""f"": ""no_function""}, {""t"": 103.076031746, ""f"": ""Solo""}, {""t"": 126.78095238, ""f"": ""Head""}, {""t"": 150.209886621, ""f"": ""Outro""}, {""t"": 152.333265306, ""f"": ""Silence""}, {""t"": 153.349727891, ""f"": ""End""}]",spectrograms/mel/439_James_Moody_Moody__s_All_Frantic.png,spectrograms/linear/439_James_Moody_Moody__s_All_Frantic.png,spectrograms/matrices/439_James_Moody_Moody__s_All_Frantic.npy
443,Movin Wes   Part II,Wes Montgomery,"[0.0, 0.244897959, 12.941904761, 25.517891156, 38.062539682, 50.762585034, 63.128503401, 75.325873015, 100.018344671, 112.146938775, 124.322380952, 136.650839002, 142.759183673, 154.68802721, 157.057823129]","[{""t"": 0.0, ""f"": ""Silence""}, {""t"": 0.244897959, ""f"": ""Intro""}, {""t"": 12.941904761, ""f"": ""Main_Theme""}, {""t"": 25.517891156, ""f"": ""Secondary_Theme""}, {""t"": 38.062539682, ""f"": ""Main_Theme""}, {""t"": 50.762585034, ""f"": ""Solo""}, {""t"": 63.128503401, ""f"": ""Solo""}, {""t"": 75.325873015, ""f"": ""Solo""}, {""t"": 100.018344671, ""f"": ""Solo""}, {""t"": 112.146938775, ""f"": ""Solo""}, {""t"": 124.322380952, ""f"": ""Solo""}, {""t"": 136.650839002, ""f"": ""Solo""}, {""t"": 142.759183673, ""f"": ""Fade-out""}, {""t"": 154.68802721, ""f"": ""Silence""}, {""t"": 157.057823129, ""f"": ""End""}]","[0.0, 0.236734693, 12.977437641, 38.056870748, 75.328594104, 124.352380952, 142.744444444, 153.489863945, 157.066099773]","[{""t"": 0.0, ""f"": ""Silence""}, {""t"": 0.236734693, ""f"": ""Intro""}, {""t"": 12.977437641, ""f"": ""Head""}, {""t"": 38.056870748, ""f"": ""Head""}, {""t"": 75.328594104, ""f"": ""Solo""}, {""t"": 124.352380952, ""f"": ""Solo""}, {""t"": 142.744444444, ""f"": ""Fade-out""}, {""t"": 153.489863945, ""f"": ""Silence""}, {""t"": 157.066099773, ""f"": ""End""}]",spectrograms/mel/443_Wes_Montgomery_Movin_Wes___Part_II.png,spectrograms/linear/443_Wes_Montgomery_Movin_Wes___Part_II.png,spectrograms/matrices/443_Wes_Montgomery_Movin_Wes___Part_II.npy
447,It  s Easy To Remember,Johnny Hartman,"[0.0, 0.363287981, 6.421156462, 24.047755102, 40.875396825, 57.787278911, 74.470408163, 107.553628117, 124.241904761, 140.579886621, 157.034081632, 182.796712018, 186.17154195]","[{""t"": 0.0, ""f"": ""Silence""}, {""t"": 0.363287981, ""f"": ""Intro""}, {""t"": 6.421156462, ""f"": ""Verse""}, {""t"": 24.047755102, ""f"": ""Chorus""}, {""t"": 40.875396825, ""f"": ""Verse""}, {""t"": 57.787278911, ""f"": ""Chorus""}, {""t"": 74.470408163, ""f"": ""Bridge""}, {""t"": 107.553628117, ""f"": ""Verse""}, {""t"": 124.241904761, ""f"": ""Chorus""}, {""t"": 140.579886621, ""f"": ""Solo""}, {""t"": 157.034081632, ""f"": ""Chorus""}, {""t"": 182.796712018, ""f"": ""Silence""}, {""t"": 186.17154195, ""f"": ""End""}]","[0.0, 0.455714285, 6.373129251, 40.937120181, 74.278526077, 107.631768707, 140.705510204, 175.762108843, 182.621269841, 186.172517006]","[{""t"": 0.0, ""f"": ""Silence""}, {""t"": 0.455714285, ""f"": ""Intro""}, {""t"": 6.373129251, ""f"": ""Verse""}, {""t"": 40.937120181, ""f"": ""Verse""}, {""t"": 74.278526077, ""f"": ""Bridge""}, {""t"": 107.631768707, ""f"": ""Verse""}, {""t"": 140.705510204, ""f"": ""no_function""}, {""t"": 175.762108843, ""f"": ""Outro""}, {""t"": 182.621269841, ""f"": ""Silence""}, {""t"": 186.172517006, ""f"": ""End""}]",spectrograms/mel/447_Johnny_Hartman_It__s_Easy_To_Remember.png,spectrograms/linear/447_Johnny_Hartman_It__s_Easy_To_Remember.png,spectrograms/matrices/447_Johnny_Hartman_It__s_Easy_To_Remember.npy
451,I Can  t Get Started,Lester Young,"[0.0, 0.185759637, 16.111609977, 47.851065759, 80.000068027, 112.04292517, 144.363038548, 177.032312925, 216.655419501, 220.756984126]","[{""t"": 0.0, ""f"": ""Silence""}, {""t"": 0.185759637, ""f"": ""Intro""}, {""t"": 16.111609977, ""f"": ""Head""}, {""t"": 47.851065759, ""f"": ""Head""}, {""t"": 80.000068027, ""f"": ""Bridge""}, {""t"": 112.04292517, ""f"": ""Solo""}, {""t"": 144.363038548, ""f"": ""Bridge""}, {""t"": 177.032312925, ""f"": ""Head""}, {""t"": 216.655419501, ""f"": ""Silence""}, {""t"": 220.756984126, ""f"": ""End""}]","[0.0, 0.185759637, 16.18802721, 47.877528344, 80.031791383, 112.078956916, 144.342970521, 177.166825396, 209.748185941, 216.587029478, 220.745736961]","[{""t"": 0.0, ""f"": ""Silence""}, {""t"": 0.185759637, ""f"": ""Head""}, {""t"": 16.18802721, ""f"": ""Head""}, {""t"": 47.877528344, ""f"": ""no_function""}, {""t"": 80.031791383, ""f"": ""no_function""}, {""t"": 112.078956916, ""f"": ""no_function""}, {""t"": 144.342970521, ""f"": ""no_function""}, {""t"": 177.166825396, ""f"": ""Head""}, {""t"": 209.748185941, ""f"": ""Outro""}, {""t"": 216.587029478, ""f"": ""Silence""}, {""t"": 220.745736961, ""f"": ""End""}]",spectrograms/mel/451_Lester_Young_I_Can__t_Get_Started.png,spectrograms/linear/451_Lester_Young_I_Can__t_Get_Started.png,spectrograms/matrices/451_Lester_Young_I_Can__t_Get_Started.npy
459,Tiger Rag,Dixieland Jazz Band,[],[],[],[],spectrograms/mel/459_Dixieland_Jazz_Band_Tiger_Rag.png,spectrograms/linear/459_Dixieland_Jazz_Band_Tiger_Rag.png,spectrograms/matrices/459_Dixieland_Jazz_Band_Tiger_Rag.npy
463,Bogalousa Strut,Sam Morgan's Jazz Band,"[0.0, 0.195918367, 5.358548752, 26.124104308, 46.974331065, 67.95755102, 89.13356009, 110.101247165, 130.265170068, 151.214149659, 172.506530612, 175.81723356, 178.292448979]","[{""t"": 0.0, ""f"": ""Silence""}, {""t"": 0.195918367, ""f"": ""Intro""}, {""t"": 5.358548752, ""f"": ""Main_Theme""}, {""t"": 26.124104308, ""f"": ""Main_Theme""}, {""t"": 46.974331065, ""f"": ""Secondary_Theme""}, {""t"": 67.95755102, ""f"": ""Secondary_Theme""}, {""t"": 89.13356009, ""f"": ""Secondary_Theme""}, {""t"": 110.101247165, ""f"": ""Secondary_Theme""}, {""t"": 130.265170068, ""f"": ""Secondary_Theme""}, {""t"": 151.214149659, ""f"": ""Secondary_Theme""}, {""t"": 172.506530612, ""f"": ""Outro""}, {""t"": 175.81723356, ""f"": ""Silence""}, {""t"": 178.292448979, ""f"": ""End""}]","[0.0, 0.208979591, 5.32462585, 26.119319727, 46.915419501, 67.944716553, 89.121269841, 110.067029478, 130.170566893, 151.2192517, 172.466780045, 175.595328798, 178.295056689]","[{""t"": 0.0, ""f"": ""Silence""}, {""t"": 0.208979591, ""f"": ""Intro""}, {""t"": 5.32462585, ""f"": ""Head""}, {""t"": 26.119319727, ""f"": ""Head""}, {""t"": 46.915419501, ""f"": ""Interlude""}, {""t"": 67.944716553, ""f"": ""no_function""}, {""t"": 89.121269841, ""f"": ""Solo""}, {""t"": 110.067029478, ""f"": ""no_function""}, {""t"": 130.170566893, ""f"": ""Interlude""}, {""t"": 151.2192517, ""f"": ""no_function""}, {""t"": 172.466780045, ""f"": ""Outro""}, {""t"": 175.595328798, ""f"": ""Silence""}, {""t"": 178.295056689, ""f"": ""End""}]",spectrograms/mel/463_Sam_Morgan's_Jazz_Band_Bogalousa_Strut.png,spectrograms/linear/463_Sam_Morgan's_Jazz_Band_Bogalousa_Strut.png,spectrograms/matrices/463_Sam_Morgan's_Jazz_Band_Bogalousa_Strut.npy
467,The Kicker,Horace Silver,"[0.0, 0.267029478, 7.960045351, 30.434875283, 34.061179138, 41.345623582, 52.380566893, 118.118956916, 121.64, 129.153832199, 140.115782312, 183.650657596, 187.299478458, 194.546145124, 205.381405895, 248.797936507, 252.467301587, 259.742993197, 291.368571428, 314.34047619, 322.66095238, 326.827845804]","[{""t"": 0.0, ""f"": ""Silence""}, {""t"": 0.267029478, ""f"": ""Intro""}, {""t"": 7.960045351, ""f"": ""Head""}, {""t"": 30.434875283, ""f"": ""Transition""}, {""t"": 34.061179138, ""f"": ""Solo""}, {""t"": 41.345623582, ""f"": ""Transition""}, {""t"": 52.380566893, ""f"": ""Solo""}, {""t"": 118.118956916, ""f"": ""Transition""}, {""t"": 121.64, ""f"": ""Solo""}, {""t"": 129.153832199, ""f"": ""Transition""}, {""t"": 140.115782312, ""f"": ""Solo""}, {""t"": 183.650657596, ""f"": ""Transition""}, {""t"": 187.299478458, ""f"": ""Solo""}, {""t"": 194.546145124, ""f"": ""Transition""}, {""t"": 205.381405895, ""f"": ""Solo""}, {""t"": 248.797936507, ""f"": ""Transition""}, {""t"": 252.467301587, ""f"": ""Solo""}, {""t"": 259.742993197, ""f"": ""Transition""}, {""t"": 291.368571428, ""f"": ""Head""}, {""t"": 314.34047619, ""f"": ""Outro""}, {""t"": 322.66095238, ""f"": ""Silence""}, {""t"": 326.827845804, ""f"": ""End""}]","[0.0, 0.232199546, 7.703492063, 30.276145124, 33.82292517, 41.264739229, 44.853424036, 52.291337868, 118.046689342, 121.510022675, 129.034081632, 132.56478458, 140.01632653, 183.593038548, 187.080068027, 194.385986394, 197.945714285, 205.29941043, 248.704988662, 252.273106575, 259.29723356, 262.873106575, 270.040816326, 291.3861678, 314.245895691, 322.600022675, 326.830725623]","[{""t"": 0.0, ""f"": ""Silence""}, {""t"": 0.232199546, ""f"": ""Intro""}, {""t"": 7.703492063, ""f"": ""Head""}, {""t"": 30.276145124, ""f"": ""Head""}, {""t"": 33.82292517, ""f"": ""Solo""}, {""t"": 41.264739229, ""f"": ""Head""}, {""t"": 44.853424036, ""f"": ""Solo""}, {""t"": 52.291337868, ""f"": ""Solo""}, {""t"": 118.046689342, ""f"": ""Head""}, {""t"": 121.510022675, ""f"": ""Solo""}, {""t"": 129.034081632, ""f"": ""Head""}, {""t"": 132.56478458, ""f"": ""Solo""}, {""t"": 140.01632653, ""f"": ""Solo""}, {""t"": 183.593038548, ""f"": ""Head""}, {""t"": 187.080068027, ""f"": ""Solo""}, {""t"": 194.385986394, ""f"": ""Head""}, {""t"": 197.945714285, ""f"": ""Solo""}, {""t"": 205.29941043, ""f"": ""Solo""}, {""t"": 248.704988662, ""f"": ""Head""}, {""t"": 252.273106575, ""f"": ""Solo""}, {""t"": 259.29723356, ""f"": ""Head""}, {""t"": 262.873106575, ""f"": ""Solo""}, {""t"": 270.040816326, ""f"": ""Solo""}, {""t"": 291.3861678, ""f"": ""Head""}, {""t"": 314.245895691, ""f"": ""Outro""}, {""t"": 322.600022675, ""f"": ""Silence""}, {""t"": 326.830725623, ""f"": ""End""}]",spectrograms/mel/467_Horace_Silver_The_Kicker.png,spectrograms/linear/467_Horace_Silver_The_Kicker.png,spectrograms/matrices/467_Horace_Silver_The_Kicker.npy
